text,label,source
No offense but you clearly have completely  zero brains Go away.,toxic,original
"Honestly, you are totally  worthless",toxic,original
"What do you think about FastAPI? — no rush, whenever you have time",safe,original
No offense but you are utterly  worthless Stop talking.,toxic,original
"Honestly, you are absolutely  worthless You always mess everything up.",toxic,original
No offense but you are utterly  useless You always mess everything up.,toxic,original
"exclusive deal: Amazon gift card for 95% OFF Hurry, only 3 left! — reply YES to claim",spam,original
"Seriously, you sound absolutely  ridiculous",toxic,original
"Sharing my notes on SQL optimization, hope they help someone Looking forward to your reply.",safe,original
your work is totally  garbage Do everyone a favor and be quiet.,toxic,original
you've been selected for a FREE iPhone Limited time offer! — click bit.ly link,spam,original
Highly recommend checking out Python if you haven't (genuinely asking),safe,original
get a 90% discount on wireless earbuds Claim before it's gone!,spam,original
get a 90% discount on smart watch Offer expires today!,spam,original
claim your FREE camera now! Offer expires today! — click bit.ly link,spam,original
"Look, you are completely  clueless I have no respect for you.",toxic,augmented:toxic
MacBook Pro giveaway — you are the lucky winner! Claim before it's gone! — reply YES to claim,spam,original
"To be frank, you sound completely  ridiculous You always mess everything up.",toxic,original
Appreciate your help,safe,original
"Honestly, your work is genuinely  garbage Do everyone a favor and be quiet.",toxic,original
Highly recommend checking out chess if you haven't Any input is welcome.,safe,original
"Look, you are totally  worthless Do everyone a favor and be quiet.",toxic,original
"I finished the SQL optimization course today, feeling proud Cheers!",safe,original
Just read a great article about time management Thanks in advance!,safe,original
PlayStation 5 giveaway — you are the lucky winner! Click the link to claim! — click bit.ly link,spam,original
I've been practicing public speaking for three months now,safe,original
"Look, you are  stupid I have no respect for you.",toxic,original
Just read a great article about time management (genuinely asking),safe,original
What do you think about SQL optimization? Would love to hear your thoughts.,safe,original
"Sharing my notes on SQL optimization, hope they help someone (genuinely asking)",safe,original
you've been selected for a FREE laptop Click here NOW!!! — reply YES to claim,spam,original
Highly recommend checking out public speaking if you haven't Any input is welcome.,safe,original
"Seriously, you clearly have genuinely  zero brains You always mess everything up.",toxic,original
Where can I find good resources on learning Spanish? Cheers!,safe,original
get a 90% discount on drone Don't miss out!!! — reply YES to claim,spam,original
Finally understood learning Spanish after weeks of struggling Would love to hear your thoughts.,safe,original
Just read a great article about system design,safe,original
"I finished the photography course today, feeling proud Have a good one!",safe,original
Can someone explain learning Spanish to me? Have a good one!,safe,augmented:safe
"Seriously, you clearly have utterly  zero brains Get lost.",toxic,original
"Seriously, your work is absolutely  garbage Get lost.",toxic,original
"To be frank, you are absolutely  an idiot Nobody asked you.",toxic,original
No offense but you are genuinely  stupid Get lost.,toxic,original
"Finally understood hiking after weeks of struggling — no rush, whenever you have time",safe,original
No offense but your opinion is completely  worthless trash Do everyone a favor and be quiet.,toxic,original
Finally understood public speaking after weeks of struggling Looking forward to your reply.,safe,original
What do you think about cooking pasta?,safe,augmented:safe
No offense but you are absolutely  clueless I have no respect for you.,toxic,original
win a FREE crypto course! Act now! — no credit card required,spam,original
you've been selected for a FREE gaming chair (sent from a verified winner account),spam,original
Is Kubernetes worth learning this year? Have a good one!,safe,original
"I finished the time management course today, feeling proud Would love to hear your thoughts.",safe,original
Could you help me with public speaking? Any input is welcome.,safe,original
go troll somewhere else I have no respect for you.,toxic,augmented:toxic
camera giveaway — you are the lucky winner! 100% guaranteed!!! — free shipping worldwide,spam,original
exclusive deal: Samsung TV for 95% OFF Claim before it's gone! — reply YES to claim,spam,original
"I finished the Docker course today, feeling proud",safe,original
"Sharing my notes on FastAPI, hope they help someone Thanks in advance!",safe,original
Our team shipped a new machine learning feature yesterday Cheers!,safe,augmented:safe
"I finished the cooking pasta course today, feeling proud Have a good one!",safe,original
exclusive deal: camera for 95% OFF 100% guaranteed!!! (sent from a verified winner account),spam,original
No offense but you are totally  clueless You always mess everything up.,toxic,original
buy Amazon gift card for just $1.99 Offer expires today!,spam,original
win a FREE VPN subscription!,spam,original
you are  an idiot I have no respect for you.,toxic,original
buy VPN subscription for just $1.99 Claim before it's gone! (sent from a verified winner account),spam,original
win a FREE Samsung TV! (sent from a verified winner account),spam,original
Could you help me with React? Would love to hear your thoughts.,safe,original
Happy Friday!,safe,original
Does anyone have experience with machine learning?,safe,original
Where can I find good resources on photography? Thanks in advance!,safe,original
"To be frank, nobody likes you, absolutely  loser Do everyone a favor and be quiet.",toxic,original
you've been selected for a FREE wireless earbuds Offer expires today! — no credit card required,spam,original
Could you help me with Python? (genuinely asking),safe,original
"Seriously, nobody likes you, utterly  loser Get lost.",toxic,original
"I'm curious about machine learning — no rush, whenever you have time",safe,original
Could you help me with system design? Looking forward to your reply.,safe,original
"Working on TypeScript this week, it's challenging but fun Cheers!",safe,original
get a 90% discount on tablet Offer expires today! (sent from a verified winner account),spam,original
claim your FREE VPN subscription now! Limited time offer! — reply YES to claim,spam,original
"buy MacBook Pro for just $1.99 Hurry, only 3 left! — free shipping worldwide",spam,original
"Honestly, you are utterly  clueless Go away.",toxic,original
get a 90% discount on crypto course Click the link to claim! — free shipping worldwide,spam,original
Just read a great article about Docker,safe,original
your work is genuinely  garbage Stop talking.,toxic,original
"Seriously, you are genuinely  stupid You always mess everything up.",toxic,original
Can someone explain machine learning to me? (genuinely asking),safe,original
win a FREE PlayStation 5! Don't miss out!!! — click bit.ly link,spam,original
last chance to get Netflix account FREE Act now! — no credit card required,spam,original
"To be frank, you are genuinely  worthless I have no respect for you.",toxic,original
"Look, you are totally  pathetic Stop talking.",toxic,original
I've been practicing career switching for three months now Cheers!,safe,original
Finally understood Kubernetes after weeks of struggling Would love to hear your thoughts.,safe,original
"Go die somewhere, you worthless piece of scum",toxic,original
Have a great day!,safe,original
Could you help me with TypeScript? Looking forward to your reply.,safe,original
win a FREE Samsung TV! Claim before it's gone! (sent from a verified winner account),spam,original
last chance to get laptop FREE Claim before it's gone! — no credit card required,spam,original
get a 90% discount on gaming chair Claim before it's gone! — click bit.ly link,spam,original
"Seriously, you are genuinely  an idiot",toxic,original
Does anyone have experience with TypeScript? Any input is welcome.,safe,original
win a FREE MacBook Pro! Claim before it's gone! — free shipping worldwide,spam,original
exclusive deal: iPhone for 95% OFF Offer expires today!,spam,original
"Sharing my notes on Docker, hope they help someone Cheers!",safe,original
"Working on system design this week, it's challenging but fun Looking forward to your reply.",safe,original
"Honestly, you are  clueless I have no respect for you.",toxic,original
you clearly have  zero brains Go away.,toxic,original
public speaking keeps surprising me with new depths Would love to hear your thoughts.,safe,original
Any advice on FastAPI? Any input is welcome.,safe,original
you are genuinely  an idiot I have no respect for you.,toxic,original
last chance to get Netflix account FREE Don't miss out!!! — reply YES to claim,spam,original
get a 90% discount on MacBook Pro Don't miss out!!! — click bit.ly link,spam,original
public speaking keeps surprising me with new depths Cheers!,safe,original
"Honestly, your opinion is utterly  worthless trash Stop talking.",toxic,original
Could you help me with system design? Cheers!,safe,original
"Seriously, you are absolutely  clueless Do everyone a favor and be quiet.",toxic,original
wireless earbuds giveaway — you are the lucky winner! Limited time offer!,spam,original
win a FREE tablet! Claim before it's gone! (sent from a verified winner account),spam,original
"Sharing my notes on Kubernetes, hope they help someone",safe,original
No offense but your work is absolutely  garbage Nobody asked you.,toxic,original
buy gaming chair for just $1.99 Limited time offer! — reply YES to claim,spam,original
No offense but you sound utterly  ridiculous Go away.,toxic,original
get a 90% discount on iPhone Click here NOW!!! — free shipping worldwide,spam,original
"Sharing my notes on Python, hope they help someone — no rush, whenever you have time",safe,original
"Working on public speaking this week, it's challenging but fun Cheers!",safe,original
Does anyone have experience with public speaking? Have a good one!,safe,original
"To be frank, you are completely  stupid You always mess everything up.",toxic,original
Where can I find good resources on system design? Would love to hear your thoughts.,safe,original
"You're so ugly and stupid, nobody cares about you",toxic,original
"Amazon gift card giveaway — you are the lucky winner! Hurry, only 3 left!",spam,original
last chance to get drone FREE Click the link to claim!,spam,original
"To be frank, you are absolutely  pathetic Stop talking.",toxic,original
"win a FREE smart watch! Hurry, only 3 left! — reply YES to claim",spam,original
you've been selected for a FREE drone Don't miss out!!! (sent from a verified winner account),spam,original
Does anyone have experience with hiking? Any input is welcome.,safe,original
last chance to get drone FREE Click here NOW!!!,spam,original
"Does anyone have experience with Python? — no rush, whenever you have time",safe,original
you are totally  an idiot I have no respect for you.,toxic,original
Finally understood open source contributions after weeks of struggling,safe,original
"To be frank, you clearly have utterly  zero brains Get lost.",toxic,original
you've been selected for a FREE drone Click here NOW!!! (sent from a verified winner account),spam,original
you are absolutely  worthless Go away.,toxic,original
exclusive deal: Amazon gift card for 95% OFF Click here NOW!!! — no credit card required,spam,original
Finally understood public speaking after weeks of struggling (genuinely asking),safe,original
"Does anyone have experience with system design? — no rush, whenever you have time",safe,original
Is open source contributions worth learning this year? Cheers!,safe,original
"To be frank, nobody likes you, absolutely  loser I have no respect for you.",toxic,original
"Look, your work is utterly  garbage I have no respect for you.",toxic,original
"you've been selected for a FREE Samsung TV Hurry, only 3 left! — reply YES to claim",spam,original
"I finished the open source contributions course today, feeling proud (genuinely asking)",safe,original
claim your FREE Amazon gift card now! 100% guaranteed!!! — click bit.ly link,spam,original
"Seriously, your opinion is utterly  worthless trash Get lost.",toxic,original
exclusive deal: Amazon gift card for 95% OFF Limited time offer!,spam,original
Any advice on Kubernetes? Looking forward to your reply.,safe,original
Can someone explain public speaking to me? Thanks in advance!,safe,original
"Look, your opinion is utterly  worthless trash You always mess everything up.",toxic,original
"Look, nobody likes you, totally  loser Nobody asked you.",toxic,original
you are genuinely  an idiot You always mess everything up.,toxic,original
"claim your FREE camera now! Hurry, only 3 left! — click bit.ly link",spam,original
get a 90% discount on Samsung TV Don't miss out!!!,spam,original
you clearly have totally  zero brains Stop talking.,toxic,original
you've been selected for a FREE laptop Click here NOW!!! — no credit card required,spam,original
Investment opportunity of a lifetime! Guaranteed returns! Click now!,spam,original
I'm curious about system design Thanks in advance!,safe,original
Highly recommend checking out system design if you haven't Thanks in advance!,safe,original
you've been selected for a FREE wireless earbuds,spam,original
get a 90% discount on crypto course Claim before it's gone! — no credit card required,spam,original
Our team shipped a new cooking pasta feature yesterday (genuinely asking),safe,original
exclusive deal: Samsung TV for 95% OFF 100% guaranteed!!!,spam,original
laptop giveaway — you are the lucky winner! Don't miss out!!! — free shipping worldwide,spam,original
you've been selected for a FREE crypto course,spam,original
Can someone explain Python to me? Cheers!,safe,original
last chance to get smart watch FREE (sent from a verified winner account),spam,original
open source contributions keeps surprising me with new depths Cheers!,safe,original
win a FREE Samsung TV! Don't miss out!!! — reply YES to claim,spam,original
win a FREE tablet! Don't miss out!!! — click bit.ly link,spam,original
I've been practicing hiking for three months now Have a good one!,safe,original
Is chess worth learning this year? Would love to hear your thoughts.,safe,original
remote work keeps surprising me with new depths (genuinely asking),safe,original
"Look, your work is totally  garbage Get lost.",toxic,original
"Seriously, you sound genuinely  ridiculous You always mess everything up.",toxic,original
win a FREE Amazon gift card! Act now! — reply YES to claim,spam,original
smart watch giveaway — you are the lucky winner! Don't miss out!!! — click bit.ly link,spam,original
What do you think about TypeScript? Looking forward to your reply.,safe,original
"Honestly, you are completely  pathetic I have no respect for you.",toxic,original
buy VPN subscription for just $1.99 Click here NOW!!! — reply YES to claim,spam,original
No offense but you sound completely  ridiculous Do everyone a favor and be quiet.,toxic,original
your opinion is completely  worthless trash You always mess everything up.,toxic,original
hiking keeps surprising me with new depths Have a good one!,safe,original
"Honestly, your opinion is  worthless trash You always mess everything up.",toxic,original
Netflix account giveaway — you are the lucky winner! Act now! — reply YES to claim,spam,original
iPhone giveaway — you are the lucky winner! Claim before it's gone! — click bit.ly link,spam,original
Does anyone have experience with photography? Any input is welcome.,safe,original
Where can I find good resources on photography? Cheers!,safe,original
win a FREE wireless earbuds! Don't miss out!!! — free shipping worldwide,spam,original
"Highly recommend checking out hiking if you haven't — no rush, whenever you have time",safe,original
Our team shipped a new React feature yesterday Would love to hear your thoughts.,safe,original
you are  clueless Get lost.,toxic,original
"Working on Python this week, it's challenging but fun Cheers!",safe,original
"Highly recommend checking out public speaking if you haven't — no rush, whenever you have time",safe,original
"Honestly, you are genuinely  pathetic You always mess everything up.",toxic,original
"To be frank, you sound completely  ridiculous Do everyone a favor and be quiet.",toxic,original
"Honestly, you sound utterly  ridiculous Get lost.",toxic,original
exclusive deal: VPN subscription for 95% OFF Click the link to claim! (sent from a verified winner account),spam,original
Can someone explain unit testing to me? Looking forward to your reply.,safe,original
you are totally  an idiot Go away.,toxic,original
Netflix account giveaway — you are the lucky winner! Click here NOW!!! — free shipping worldwide,spam,original
"To be frank, you sound utterly  ridiculous Stop talking.",toxic,original
No offense but you are absolutely  stupid You always mess everything up.,toxic,original
"Is machine learning worth learning this year? — no rush, whenever you have time",safe,original
Finally understood hiking after weeks of struggling Any input is welcome.,safe,original
"To be frank, you are completely  clueless Go away.",toxic,original
"Honestly, you are absolutely  an idiot Get lost.",toxic,original
"I finished the React course today, feeling proud Thanks in advance!",safe,original
What do you think about hiking? Any input is welcome.,safe,original
No offense but you are completely  useless Stop talking.,toxic,original
"Sharing my notes on open source contributions, hope they help someone Any input is welcome.",safe,original
Our team shipped a new Docker feature yesterday Have a good one!,safe,original
"Can someone explain public speaking to me? — no rush, whenever you have time",safe,original
you've been selected for a FREE smart watch Click here NOW!!!,spam,original
you've been selected for a FREE crypto course Offer expires today! — free shipping worldwide,spam,original
last chance to get crypto course FREE — reply YES to claim,spam,original
get a 90% discount on wireless earbuds Don't miss out!!! — click bit.ly link,spam,original
"Sharing my notes on public speaking, hope they help someone Looking forward to your reply.",safe,original
"I hate you so much, you pathetic loser",toxic,original
Our team shipped a new cooking pasta feature yesterday,safe,original
"Look, you clearly have utterly  zero brains",toxic,original
you've been selected for a FREE wireless earbuds Click the link to claim! — reply YES to claim,spam,original
"Slowly getting better at remote work, one day at a time",safe,original
you've been selected for a FREE Amazon gift card Offer expires today! — no credit card required,spam,original
Where can I find good resources on chess? Any input is welcome.,safe,original
"Seriously, go troll somewhere else You always mess everything up.",toxic,augmented:toxic
"Working on chess this week, it's challenging but fun Have a good one!",safe,original
your opinion is totally  worthless trash Get lost.,toxic,original
Finally understood Docker after weeks of struggling Looking forward to your reply.,safe,original
that was totally  pathetic and sad Nobody asked you.,toxic,original
you've been selected for a FREE tablet Don't miss out!!! — reply YES to claim,spam,original
"To be frank, you are totally  clueless Get lost.",toxic,original
"Seriously, nobody likes you, genuinely  loser Do everyone a favor and be quiet.",toxic,original
"Honestly, that was  pathetic and sad Stop talking.",toxic,original
exclusive deal: PlayStation 5 for 95% OFF — no credit card required,spam,original
"buy Netflix account for just $1.99 Hurry, only 3 left! — no credit card required",spam,original
Highly recommend checking out public speaking if you haven't Thanks in advance!,safe,original
chess keeps surprising me with new depths Any input is welcome.,safe,original
"Finally understood remote work after weeks of struggling — no rush, whenever you have time",safe,original
remote work keeps surprising me with new depths Any input is welcome.,safe,original
"To be frank, everything you say is wrong You always mess everything up.",toxic,augmented:toxic
Highly recommend checking out cooking pasta if you haven't,safe,original
"Python keeps surprising me with new depths — no rush, whenever you have time",safe,original
"To be frank, your opinion is absolutely  worthless trash Nobody asked you.",toxic,original
"I finished the unit testing course today, feeling proud — no rush, whenever you have time",safe,original
you've been selected for a FREE Netflix account Don't miss out!!! — reply YES to claim,spam,original
"Seriously, you are  worthless Stop talking.",toxic,original
No offense but you are utterly  pathetic Go away.,toxic,original
Our team shipped a new TypeScript feature yesterday Any input is welcome.,safe,original
last chance to get iPhone FREE Act now! — reply YES to claim,spam,original
SQL optimization keeps surprising me with new depths Any input is welcome.,safe,original
No offense but you are genuinely  an idiot,toxic,original
buy laptop for just $1.99 Limited time offer! — click bit.ly link,spam,original
"Look, you are absolutely  worthless Do everyone a favor and be quiet.",toxic,original
you've been selected for a FREE Netflix account Claim before it's gone! — reply YES to claim,spam,original
smart watch giveaway — you are the lucky winner! — reply YES to claim,spam,original
Finally understood cooking pasta after weeks of struggling Thanks in advance!,safe,original
claim your FREE Samsung TV now! (sent from a verified winner account),spam,original
"Slowly getting better at career switching, one day at a time Thanks in advance!",safe,original
Highly recommend checking out Kubernetes if you haven't Would love to hear your thoughts.,safe,original
you are totally  useless Stop talking.,toxic,original
"Any advice on career switching? — no rush, whenever you have time",safe,original
MacBook Pro giveaway — you are the lucky winner! Limited time offer! — reply YES to claim,spam,original
VPN subscription giveaway — you are the lucky winner! 100% guaranteed!!! — reply YES to claim,spam,original
exclusive deal: iPhone for 95% OFF Claim before it's gone! — free shipping worldwide,spam,original
you sound genuinely  ridiculous I have no respect for you.,toxic,original
you've been selected for a FREE drone — free shipping worldwide,spam,original
"Slowly getting better at React, one day at a time Thanks in advance!",safe,original
No offense but your work is utterly  garbage Go away.,toxic,original
"get a 90% discount on crypto course Hurry, only 3 left! — reply YES to claim",spam,original
"Highly recommend checking out remote work if you haven't — no rush, whenever you have time",safe,original
win a FREE VPN subscription! Claim before it's gone! (sent from a verified winner account),spam,original
exclusive deal: Samsung TV for 95% OFF Limited time offer! — no credit card required,spam,original
"To be frank, that was  pathetic and sad Do everyone a favor and be quiet.",toxic,original
crypto course giveaway — you are the lucky winner! Click here NOW!!!,spam,original
Could you help me with remote work? (genuinely asking),safe,original
"Working on SQL optimization this week, it's challenging but fun — no rush, whenever you have time",safe,original
Can someone explain open source contributions to me? Cheers!,safe,original
"Honestly, your opinion is  worthless trash",toxic,original
What do you think about unit testing?,safe,original
camera giveaway — you are the lucky winner! — click bit.ly link,spam,original
get a 90% discount on camera 100% guaranteed!!! — free shipping worldwide,spam,original
"Honestly, you sound  ridiculous You always mess everything up.",toxic,original
"I finished the Kubernetes course today, feeling proud Have a good one!",safe,original
last chance to get tablet FREE Click the link to claim! — no credit card required,spam,original
"Look, that was genuinely  pathetic and sad Do everyone a favor and be quiet.",toxic,original
you've been selected for a FREE drone Don't miss out!!! — click bit.ly link,spam,original
"Honestly, your work is completely  garbage You always mess everything up.",toxic,original
I've been practicing career switching for three months now (genuinely asking),safe,original
win a FREE MacBook Pro! Click here NOW!!! (sent from a verified winner account),spam,original
"Working on remote work this week, it's challenging but fun — no rush, whenever you have time",safe,original
No offense but you sound genuinely  ridiculous Stop talking.,toxic,original
What do you think about Docker? Any input is welcome.,safe,original
Warning! Your subscription expires! Renew now with special discount!,spam,original
exclusive deal: tablet for 95% OFF Offer expires today! — no credit card required,spam,original
Can someone explain learning Spanish to me? Any input is welcome.,safe,original
"Keep your mouth shut, you dumb loser",toxic,original
you've been selected for a FREE gaming chair 100% guaranteed!!! — no credit card required,spam,original
"last chance to get camera FREE Hurry, only 3 left! — click bit.ly link",spam,original
"Honestly, you clearly have utterly  zero brains",toxic,original
win a FREE crypto course! Don't miss out!!! (sent from a verified winner account),spam,original
"Working on SQL optimization this week, it's challenging but fun Would love to hear your thoughts.",safe,original
Can someone explain Kubernetes to me? Cheers!,safe,original
"Sharing my notes on Docker, hope they help someone Any input is welcome.",safe,original
Does anyone have experience with TypeScript? (genuinely asking),safe,original
claim your FREE PlayStation 5 now! Claim before it's gone! (sent from a verified winner account),spam,original
"learning Spanish keeps surprising me with new depths — no rush, whenever you have time",safe,original
Nobody likes you. You're annoying and pathetic. Go away.,toxic,original
get a 90% discount on laptop — free shipping worldwide,spam,original
your work is  garbage Go away.,toxic,original
"You moron, how did you even graduate? You're so pathetic",toxic,original
"To be frank, you are genuinely  pathetic Go away.",toxic,original
Does anyone have experience with system design? Any input is welcome.,safe,original
No offense but you are utterly  pathetic You always mess everything up.,toxic,original
unit testing keeps surprising me with new depths Thanks in advance!,safe,original
What do you think about unit testing? Cheers!,safe,original
win a FREE gaming chair! Click here NOW!!! — click bit.ly link,spam,original
"Honestly, your opinion is  worthless trash I have no respect for you.",toxic,original
you've been selected for a FREE tablet Click here NOW!!! — click bit.ly link,spam,original
No offense but you are absolutely  stupid Nobody asked you.,toxic,original
Does anyone have experience with Docker? Have a good one!,safe,original
"Seriously, you are completely  clueless I have no respect for you.",toxic,original
get a 90% discount on wireless earbuds Limited time offer! — free shipping worldwide,spam,original
exclusive deal: crypto course for 95% OFF Claim before it's gone! — click bit.ly link,spam,original
"Slowly getting better at cooking pasta, one day at a time Looking forward to your reply.",safe,original
you've been selected for a FREE Amazon gift card Limited time offer!,spam,original
you are utterly  stupid Nobody asked you.,toxic,original
What do you think about learning Spanish? Looking forward to your reply.,safe,original
I've been practicing unit testing for three months now,safe,original
"Seriously, your work is  garbage",toxic,original
What do you think about photography? Thanks in advance!,safe,original
"I've been practicing chess for three months now — no rush, whenever you have time",safe,original
you've been selected for a FREE Netflix account Act now! — reply YES to claim,spam,original
Highly recommend checking out open source contributions if you haven't Have a good one!,safe,original
"Honestly, you sound totally  ridiculous Nobody asked you.",toxic,original
exclusive deal: smart watch for 95% OFF Limited time offer! — click bit.ly link,spam,original
"Stop talking, you sound like a complete idiot every time",toxic,original
Any advice on Kubernetes? Would love to hear your thoughts.,safe,original
No offense but you are totally  useless Nobody asked you.,toxic,original
Our team shipped a new open source contributions feature yesterday Thanks in advance!,safe,original
buy VPN subscription for just $1.99 Offer expires today! — reply YES to claim,spam,original
wireless earbuds giveaway — you are the lucky winner! Click here NOW!!! — free shipping worldwide,spam,original
"To be frank, you are completely  pathetic Stop talking.",toxic,original
camera giveaway — you are the lucky winner! Offer expires today! — free shipping worldwide,spam,original
get a 90% discount on iPhone Don't miss out!!! — free shipping worldwide,spam,original
Finally understood React after weeks of struggling Would love to hear your thoughts.,safe,original
Just read a great article about time management Any input is welcome.,safe,augmented:safe
buy smart watch for just $1.99 100% guaranteed!!! — free shipping worldwide,spam,original
crypto course giveaway — you are the lucky winner! Claim before it's gone! — click bit.ly link,spam,original
"Look, you are  useless Get lost.",toxic,original
buy Samsung TV for just $1.99 Act now! — no credit card required,spam,original
"Honestly, your work is completely  garbage Nobody asked you.",toxic,original
"Seriously, you are completely  clueless Nobody asked you.",toxic,original
buy drone for just $1.99 Click the link to claim! (sent from a verified winner account),spam,original
buy PlayStation 5 for just $1.99 100% guaranteed!!! — free shipping worldwide,spam,original
"Where can I find good resources on open source contributions? — no rush, whenever you have time",safe,original
I'm curious about learning Spanish Any input is welcome.,safe,original
"To be frank, you are completely  an idiot Do everyone a favor and be quiet.",toxic,original
exclusive deal: iPhone for 95% OFF — no credit card required,spam,original
Could you help me with public speaking? (genuinely asking),safe,original
get a 90% discount on drone Act now! — reply YES to claim,spam,original
exclusive deal: drone for 95% OFF — no credit card required,spam,original
Highly recommend checking out Kubernetes if you haven't,safe,original
No offense but you are genuinely  pathetic,toxic,original
Is SQL optimization worth learning this year?,safe,original
"Just read a great article about cooking pasta — no rush, whenever you have time",safe,original
"Look, you are utterly  stupid",toxic,original
No offense but your work is totally  garbage You always mess everything up.,toxic,original
"claim your FREE iPhone now! Hurry, only 3 left! — free shipping worldwide",spam,original
"Finally understood SQL optimization after weeks of struggling — no rush, whenever you have time",safe,original
"Can someone explain time management to me? — no rush, whenever you have time",safe,original
"To be frank, nobody likes you, genuinely  loser Nobody asked you.",toxic,original
"Working on photography this week, it's challenging but fun Any input is welcome.",safe,original
Just read a great article about Python (genuinely asking),safe,original
No offense but you are  useless Do everyone a favor and be quiet.,toxic,original
last chance to get crypto course FREE 100% guaranteed!!!,spam,original
"Seriously, that was  pathetic and sad Get lost.",toxic,original
"Seriously, that was absolutely  pathetic and sad You always mess everything up.",toxic,original
get a 90% discount on wireless earbuds 100% guaranteed!!!,spam,original
"Seriously, you sound completely  ridiculous Go away.",toxic,original
"Slowly getting better at TypeScript, one day at a time Thanks in advance!",safe,original
"To be frank, nobody likes you, totally  loser You always mess everything up.",toxic,original
"Seriously, you are totally  useless Nobody asked you.",toxic,original
Just read a great article about Python Have a good one!,safe,original
"Look, you are utterly  an idiot Stop talking.",toxic,original
"Honestly, you clearly have  zero brains Get lost.",toxic,original
I'm curious about TypeScript Looking forward to your reply.,safe,original
last chance to get PlayStation 5 FREE 100% guaranteed!!!,spam,original
Our team shipped a new SQL optimization feature yesterday Would love to hear your thoughts.,safe,original
"Sharing my notes on photography, hope they help someone Have a good one!",safe,augmented:safe
"Look, that was totally  pathetic and sad Stop talking.",toxic,original
claim your FREE laptop now! Click the link to claim! — no credit card required,spam,original
Any advice on system design? Cheers!,safe,original
you've been selected for a FREE PlayStation 5 Offer expires today! — click bit.ly link,spam,original
Can someone explain system design to me? Thanks in advance!,safe,original
I've been practicing photography for three months now (genuinely asking),safe,original
exclusive deal: gaming chair for 95% OFF Click here NOW!!!,spam,original
Is open source contributions worth learning this year? Looking forward to your reply.,safe,original
Our team shipped a new SQL optimization feature yesterday Any input is welcome.,safe,original
"Look, you clearly have absolutely  zero brains I have no respect for you.",toxic,original
exclusive deal: VPN subscription for 95% OFF 100% guaranteed!!! — reply YES to claim,spam,original
get a 90% discount on MacBook Pro — click bit.ly link,spam,original
No offense but that was genuinely  pathetic and sad I have no respect for you.,toxic,original
you are absolutely  useless You always mess everything up.,toxic,original
"Honestly, you are completely  pathetic",toxic,original
"Seriously, you are totally  worthless You always mess everything up.",toxic,original
wireless earbuds giveaway — you are the lucky winner! 100% guaranteed!!! — free shipping worldwide,spam,original
claim your FREE wireless earbuds now! 100% guaranteed!!! — free shipping worldwide,spam,original
"I finished the remote work course today, feeling proud Looking forward to your reply.",safe,original
you are completely  pathetic,toxic,original
Highly recommend checking out unit testing if you haven't Would love to hear your thoughts.,safe,original
Finally understood Python after weeks of struggling Any input is welcome.,safe,original
Can someone explain cooking pasta to me? Would love to hear your thoughts.,safe,original
you are utterly  stupid I have no respect for you.,toxic,original
camera giveaway — you are the lucky winner! Act now! — reply YES to claim,spam,original
get a 90% discount on crypto course Claim before it's gone! — free shipping worldwide,spam,original
win a FREE wireless earbuds! Click here NOW!!! — free shipping worldwide,spam,original
buy MacBook Pro for just $1.99 Don't miss out!!! — reply YES to claim,spam,original
win a FREE drone! Claim before it's gone! — click bit.ly link,spam,original
exclusive deal: camera for 95% OFF Offer expires today! — reply YES to claim,spam,original
I've been practicing unit testing for three months now Thanks in advance!,safe,original
"To be frank, that was totally  pathetic and sad Go away.",toxic,original
Highly recommend checking out Kubernetes if you haven't Any input is welcome.,safe,original
"last chance to get MacBook Pro FREE Hurry, only 3 left! (sent from a verified winner account)",spam,original
"Slowly getting better at remote work, one day at a time Would love to hear your thoughts.",safe,original
No offense but you are  pathetic,toxic,original
"Look, that was utterly  pathetic and sad Nobody asked you.",toxic,original
"Where can I find good resources on system design? — no rush, whenever you have time",safe,original
your work is genuinely  garbage You always mess everything up.,toxic,original
"Look, you are genuinely  useless I have no respect for you.",toxic,original
"get a 90% discount on wireless earbuds Hurry, only 3 left!",spam,original
"Look, you are utterly  useless Do everyone a favor and be quiet.",toxic,original
No offense but you are absolutely  pathetic I have no respect for you.,toxic,original
win a FREE laptop! Act now!,spam,original
"I finished the cooking pasta course today, feeling proud Any input is welcome.",safe,original
buy camera for just $1.99 Click here NOW!!! — click bit.ly link,spam,original
Could you help me with system design? Would love to hear your thoughts.,safe,original
get a 90% discount on MacBook Pro 100% guaranteed!!! — free shipping worldwide,spam,original
exclusive deal: Amazon gift card for 95% OFF 100% guaranteed!!!,spam,original
you are totally  an idiot Get lost.,toxic,original
"I finished the remote work course today, feeling proud Would love to hear your thoughts.",safe,original
laptop giveaway — you are the lucky winner! Claim before it's gone! — click bit.ly link,spam,original
"Honestly, you are completely  worthless Get lost.",toxic,original
"you've been selected for a FREE drone Hurry, only 3 left! (sent from a verified winner account)",spam,original
"Sharing my notes on career switching, hope they help someone (genuinely asking)",safe,original
"Seriously, your opinion is completely  worthless trash Stop talking.",toxic,original
get a 90% discount on wireless earbuds Act now!,spam,original
"Could you help me with remote work? — no rush, whenever you have time",safe,original
"To be frank, nobody likes you, genuinely  loser You always mess everything up.",toxic,original
